store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
391996128555104689,1,24,168,0,0,0
1024015964072928046,1,24,168,0,0,0
4307011245033810874,1,24,168,0,0,0
8833174126387019785,1,24,168,0,0,0
2378940157071248391,1,24,168,0,0,0
2460010385978945388,1,24,168,0,0,0
2607803237069552758,1,24,168,0,0,0
5441697692781080792,1,24,168,0,0,0
2942562654126415992,1,24,168,0,0,0
8342809399303170104,1,24,168,0,0,0
5514360354119431183,1,24,168,0,0,0
7669040490108017952,1,24,168,0,0,0
12572597046904092,1,24,168,0,0,0
1324681203567490082,1,24,168,0,0,0
3970428415823108093,1,24,168,0,0,0
1281962307190481769,1,24,168,0,0,0
7865853505802791614,1,24,168,0,0,0
339527900019182494,1,24,168,0,0,0
2200316197143126398,1,24,168,0,0,0
849669130903883218,1,24,168,0,0,0
1120203242682432112,1,24,168,0,0,0
1339634828329062513,1,24,168,0,0,0
8377637253278141924,1,24,168,0,0,0
1406055937856189625,1,24,168,0,0,0
5670063460750150662,1,24,168,0,0,0
4756832881864797637,1,24,168,0,0,0
7848107479568999542,1,24,168,0,0,0
7102602689636982474,1,24,168,0,0,0
3528905339584729426,1,24,168,0,0,0
6644346740593479671,1,24,168,0,0,0
7298697060786411262,1,24,168,0,0,0
332573856100750857,1,24,168,0,0,0
8046946363444153301,1,24,168,0,0,0
921857799091881195,1,24,168,0,0,0
8469454412704129667,1,24,168,0,0,0
6842397837840074931,1,24,168,0,0,0
3335936003001211540,1,24,168,0,0,0
1494721423399185336,1,24,168,0,0,0
5548591958446704772,1,24,168,0,0,0
3355650025131059565,1,24,168,0,0,0
4823461475864726096,1,24,168,0,0,0
3309449187761773285,1,24,168,0,0,0
6908789011556253351,1,24,168,0,0,0
8165685535525538800,1,24,168,0,0,0
7384579014141510360,1,24,168,0,0,0
1912555533282230523,1,24,168,0,0,0
4176667942951462854,1,24,168,0,0,0
6935189878675027473,1,24,168,0,0,0
8493329891106339753,1,24,168,0,0,0
6534582361387159998,1,24,168,0,0,0
4958276022230275279,1,24,168,0,0,0
6263806500030725828,1,24,168,0,0,0
4656329363676640496,1,24,168,0,0,0
5882131408888381960,1,24,168,0,0,0
5148694224669442750,1,24,168,0,0,0
7377442190619561655,1,24,168,0,0,0
8241407863379904851,1,24,168,0,0,0
6243851406198325678,1,24,168,0,0,0
8739366148952710727,1,24,168,0,0,0
6459845284155432644,1,24,168,0,0,0
810957447354664574,1,24,168,0,0,0
8970509312518893785,1,24,168,0,0,0
1759040210299471913,1,24,168,0,0,0
3131488116569714251,1,24,168,0,0,0
5044586070385128581,1,24,168,0,0,0
7466277663248763659,1,24,168,0,0,0
6703745954269203712,1,24,168,0,0,0
3655250411246040457,1,24,168,0,0,0
4608713669307530996,1,24,168,0,0,0
9218470229355806679,1,24,168,0,0,0
2689915302676052787,1,24,168,0,0,0
3181682982511372161,1,24,168,0,0,0
8957564409329106783,1,24,168,0,0,0
5437414992872782794,1,24,168,0,0,0
1736823622651363324,1,24,168,0,0,0
5225120952399060307,1,24,168,0,0,0
6421416286321404209,1,24,168,0,0,0
8525317248689089924,1,24,168,0,0,0
5885389123242289716,1,24,168,0,0,0
1568048303936889128,1,24,168,0,0,0
1275530718017616233,1,24,168,0,0,0
7423028298759910665,1,24,168,0,0,0
2222659961197665002,1,24,168,0,0,0
2581306311641061569,1,24,168,0,0,0
4439758315040000214,1,24,168,0,0,0
2816010346575914202,1,24,168,0,0,0
9091984024869413132,1,24,168,0,0,0
3010734844991134260,1,24,168,0,0,0
3478508669626617796,1,24,168,0,0,0
922677094745545948,1,24,168,0,0,0
8510657403329403361,1,24,168,0,0,0
2544654206029195412,1,24,168,0,0,0
1085824308941718209,1,24,168,0,0,0
7642900884278143798,1,24,168,0,0,0
4772426002265484977,1,24,168,0,0,0
8839009347165021967,1,24,168,0,0,0
1076326551375173763,1,24,168,0,0,0
3483396411645927810,1,24,168,0,0,0
8383837387169593069,1,24,168,0,0,0
8596104727907893615,1,24,168,0,0,0
5943691394885647081,1,24,168,0,0,0
7160291849340964918,1,24,168,0,0,0
8705601254340815493,1,24,168,0,0,0
4164786324368398402,1,24,168,0,0,0
1329620749273573213,1,24,168,0,0,0
3872163434748924812,1,24,168,0,0,0
530052332378613789,1,24,168,0,0,0
544421500538284823,1,24,168,0,0,0
8252810315979230650,1,24,168,0,0,0
2654794462633250702,1,24,168,0,0,0
5638371070040836066,1,24,168,0,0,0
4647070785754553179,1,24,168,0,0,0
5414311746658143054,1,24,168,0,0,0
6651116329301285608,1,24,168,0,0,0
6022548883305393564,1,24,168,0,0,0
3182483432348915988,1,24,168,0,0,0
6710364911321105729,1,24,168,0,0,0
7431024604579120252,1,24,168,0,0,0
8516636064198554687,1,24,168,0,0,0
4866400698986294569,1,24,168,0,0,0
2237237809358266022,1,24,168,0,0,0
5404373355533072272,1,24,168,0,0,0
807795446744791539,1,24,168,0,0,0
3636679415424536226,1,24,168,0,0,0
5519546548733745356,1,24,168,0,0,0
3302025903868811555,1,24,168,0,0,0
3570313972097068018,1,24,168,0,0,0
2169420598568208664,1,24,168,0,0,0
7369000223881875999,1,24,168,0,0,0
1600945327166552615,1,24,168,0,0,0
5011875935689158149,1,24,168,0,0,0
8057193747432734671,1,24,168,0,0,0
6814306481052341158,1,24,168,0,0,0
6082960386530651837,1,24,168,0,0,0
8302393800798571304,1,24,168,0,0,0
4917202297383237926,1,24,168,0,0,0
6953348387419728440,1,24,168,0,0,0
2152172270735743834,1,24,168,0,0,0
3217866581073341993,1,24,168,0,0,0
4921318406079072062,1,24,168,0,0,0
222120335767680780,1,24,168,0,0,0
5366893348553692452,1,24,168,0,0,0
191331733720214713,1,24,168,0,0,0
7235724709470150362,1,24,168,0,0,0
1704502456927455373,1,24,168,0,0,0
505566916207950598,1,24,168,0,0,0
7852975887098099378,1,24,168,0,0,0
4789157162476311805,1,24,168,0,0,0
3301402885999045956,1,24,168,0,0,0
4025243709505534400,1,24,168,0,0,0
2717033434149907233,1,24,168,0,0,0
5623183175403629727,1,24,168,0,0,0
7764169820811597185,1,24,168,0,0,0
8496299046890675668,1,24,168,0,0,0
2755282567814293240,1,24,168,0,0,0
7542507095706884557,1,24,168,0,0,0
6711428470739531382,1,24,168,0,0,0
3955175527438439049,1,24,168,0,0,0
8363703646299213971,1,24,168,0,0,0
4390339339092922880,1,24,168,0,0,0
2819620032108319968,1,24,168,0,0,0
8273753264268101658,1,24,168,0,0,0
1059123788319082228,1,24,168,0,0,0
6321616220523777465,1,24,168,0,0,0
8562380563167441809,1,24,168,0,0,0
4846221263435180255,1,24,168,0,0,0
468251853021790099,1,24,168,0,0,0
8317560550989820837,1,24,168,0,0,0
6189768128772440449,1,24,168,0,0,0
10913998916849586,1,24,168,0,0,0
396078877209258585,1,24,168,0,0,0
7685023249649306361,1,24,168,0,0,0
6570957590527764528,1,24,168,0,0,0
1851462329436760047,1,24,168,0,0,0
9094899234157960657,1,24,168,0,0,0
3109175233871883374,1,24,168,0,0,0
1834569743158088021,1,24,168,0,0,0
4424946105527141451,1,24,168,0,0,0
2999376585553443335,1,24,168,0,0,0
3472583359122033940,1,24,168,0,0,0
7186159957839323524,1,24,168,0,0,0
7829875808885458590,1,24,168,0,0,0
5857383362689775783,1,24,168,0,0,0
8245825950638749372,1,24,168,0,0,0
4681761385056565771,1,24,168,0,0,0
3199288788810367360,1,24,168,0,0,0
8024838149298896430,1,24,168,0,0,0
4738825005004186886,1,24,168,0,0,0
2557363912224593999,1,24,168,0,0,0
7093743177671699467,1,24,168,0,0,0
1603774261069625841,1,24,168,0,0,0
2740314805467984430,1,24,168,0,0,0
1095317074200225605,1,24,168,0,0,0
2336119809941801598,1,24,168,0,0,0
4113789786207506299,1,24,168,0,0,0
1530189762783095168,1,24,168,0,0,0
9028358488290162703,1,24,168,0,0,0
4211742229230531986,1,24,168,0,0,0
86280978327987306,1,24,168,0,0,0
2794668734436382699,1,24,168,0,0,0
2637135180128265866,1,24,168,0,0,0
7285025333367797175,1,24,168,0,0,0
4229534553524953507,1,24,168,0,0,0
7872057805038703923,1,24,168,0,0,0
3478034052400425126,1,24,168,0,0,0
3705229786086545658,1,24,168,0,0,0
4455955882727210429,1,24,168,0,0,0
7378209180335728706,1,24,168,0,0,0
3835220596587037896,1,24,168,0,0,0
6934282015525708051,1,24,168,0,0,0
2739571364086420885,1,24,168,0,0,0
2378235490339082505,1,24,168,0,0,0
4631422733156765096,1,24,168,0,0,0
498507889058368504,1,24,168,0,0,0
8562888091899130185,1,24,168,0,0,0
3526550107739667540,1,24,168,0,0,0
3585657517109439062,1,24,168,0,0,0
6374225983522703190,1,24,168,0,0,0
3815439093006914422,1,24,168,0,0,0
3272045057316259592,1,24,168,0,0,0
5048490932761510857,1,24,168,0,0,0
5775255591306877364,1,24,168,0,0,0
7582069595165541352,1,24,168,0,0,0
5658095063472105077,1,24,168,0,0,0
8783702544048545188,1,24,168,0,0,0
3230649452233072527,1,24,168,0,0,0
4545109870331407179,1,24,168,0,0,0
1387499127856730283,1,24,168,0,0,0
3773190039392271685,1,24,168,0,0,0
2603208997901235365,1,24,168,0,0,0
1699237904069988468,1,24,168,0,0,0
61249558930922388,1,24,168,0,0,0
8156012280066976692,1,24,168,0,0,0
2237706596783713721,1,24,168,0,0,0
6552654471062018440,1,24,168,0,0,0
6936490969710201366,1,24,168,0,0,0
2399528086871175580,1,24,168,0,0,0
663034937572544197,1,24,168,0,0,0
669891907552658421,1,24,168,0,0,0
5102129532826692428,1,24,168,0,0,0
8933079223550783226,1,24,168,0,0,0
294330749305213289,1,24,168,0,0,0
7707528008225066648,1,24,168,0,0,0
1641569296021103785,1,24,168,0,0,0
4301691019706464256,1,24,168,0,0,0
6922065097784044235,1,24,168,0,0,0
5364482641103760905,1,24,168,0,0,0
8947746420989097145,1,24,168,0,0,0
4750972984503710487,1,24,168,0,0,0
3194503360329838738,1,24,168,0,0,0
5328868441857118583,1,24,168,0,0,0
3695022570505501051,1,24,168,0,0,0
7051857931649539994,1,24,168,0,0,0
1457721081990653172,1,24,168,0,0,0
4258430292538152783,1,24,168,0,0,0
106468360682739586,1,24,168,0,0,0
7313783811030440445,1,24,168,0,0,0
8835187269741245949,1,24,168,0,0,0
2254345540888774754,1,24,168,0,0,0
8091378431608170005,1,24,168,0,0,0
7042794996615483386,1,24,168,0,0,0
7680612665427845811,1,24,168,0,0,0
2378834470095357297,1,24,168,0,0,0
8670696899878762943,1,24,168,0,0,0
6104774241364058349,1,24,168,0,0,0
1868307042375215207,1,24,168,0,0,0
918401936273728554,1,24,168,0,0,0
5366072592790137092,1,24,168,0,0,0
7078500601172140486,1,24,168,0,0,0
5587568496527379193,1,24,168,0,0,0
5175069132751814351,1,24,168,0,0,0
3683209280250377921,1,24,168,0,0,0
7681219113084292190,1,24,168,0,0,0
1921454076511895339,1,24,168,0,0,0
3480743953780628156,1,24,168,0,0,0
6361135200790329214,1,24,168,0,0,0
8167861777770124168,1,24,168,0,0,0
7284033073501154264,1,24,168,0,0,0
1087889765091730849,1,24,168,0,0,0
4993050751327963474,1,24,168,0,0,0
2088770151390257149,1,24,168,0,0,0
5288022037722914898,1,24,168,0,0,0
1758856469274535983,1,24,168,0,0,0
1499848007077225326,1,24,168,0,0,0
1479192551603889353,1,24,168,0,0,0
2119174631289855900,1,24,168,0,0,0
7966661384416535769,1,24,168,0,0,0
7680753725527618600,1,24,168,0,0,0
7197782624768298303,1,24,168,0,0,0
8457830603693431027,1,24,168,0,0,0
7586236246925198801,1,24,168,0,0,0
8950409301820724580,1,24,168,0,0,0
7863591736472240852,1,24,168,0,0,0
8720357761989598898,1,24,168,0,0,0
3557299608514966155,1,24,168,0,0,0
1019604210961591619,1,24,168,0,0,0
203579134595321677,1,24,168,0,0,0
673229154936580065,1,24,168,0,0,0
6150710830392700827,1,24,168,0,0,0
3478937946272191427,1,24,168,0,0,0
2847403169862292114,1,24,168,0,0,0
8268352865482234759,1,24,168,0,0,0
7738559705422502250,1,24,168,0,0,0
4197788539591985681,1,24,168,0,0,0
8083815008799489135,1,24,168,0,0,0
815627275967566024,1,24,168,0,0,0
8485659148100683543,1,24,168,0,0,0
9122234953594183574,1,24,168,0,0,0
6393855138573945748,1,24,168,0,0,0
3945441938695925496,1,24,168,0,0,0
8615198867927056105,1,24,168,0,0,0
6140591906088014644,1,24,168,0,0,0
7133242594833843971,1,24,168,0,0,0
7692838032555156056,1,24,168,0,0,0
55151290366655015,1,24,168,0,0,0
1450203922509823592,1,24,168,0,0,0
4186126092625522102,1,24,168,0,0,0
6700827192863201373,1,24,168,0,0,0
299227269549581664,1,24,168,0,0,0
8756957520812511864,1,24,168,0,0,0
2790188243792541721,1,24,168,0,0,0
5780813717310121743,1,24,168,0,0,0
1631016403623179868,1,24,168,0,0,0
8990811386950295397,1,24,168,0,0,0
6116589245105686742,1,24,168,0,0,0
9216608060240292676,1,24,168,0,0,0
5383477212520237550,1,24,168,0,0,0
5631063694141032107,1,24,168,0,0,0
7738034470109474246,1,24,168,0,0,0
8749623912306953167,1,24,168,0,0,0
887677403014442528,1,24,168,0,0,0
4936277927121415237,1,24,168,0,0,0
4448610765855439068,1,24,168,0,0,0
6836033035108373086,1,24,168,0,0,0
234569288492497785,1,24,168,0,0,0
1348165316793721419,1,24,168,0,0,0
584751489929412132,1,24,168,0,0,0
5279170232832428827,1,24,168,0,0,0
5707114606967434560,1,24,168,0,0,0
8208813797060980336,1,24,168,0,0,0
5887114744057520370,1,24,168,0,0,0
2599475649067501230,1,24,168,0,0,0
1278643893148035299,1,24,168,0,0,0
3512974005350486928,1,24,168,0,0,0
4960244948227053133,1,24,168,0,0,0
9211173451848779996,1,24,168,0,0,0
2067164734746716745,1,24,168,0,0,0
752281089013846258,1,24,168,0,0,0
4674224899881959248,1,24,168,0,0,0
3419360295103124992,1,24,168,0,0,0
3391217351846804188,1,24,168,0,0,0
6489431294482978593,1,24,168,0,0,0
3186439736636543527,1,24,168,0,0,0
448492328628553910,1,24,168,0,0,0
8155883240225168501,1,24,168,0,0,0
4966605174073389857,1,24,168,0,0,0
6087886175480507340,1,24,168,0,0,0
4912020775266070696,1,24,168,0,0,0
2524362373133678272,1,24,168,0,0,0
6498887499737752417,1,24,168,0,0,0
1825417801525034310,1,24,168,0,0,0
3613694851117232441,1,24,168,0,0,0
690952768266334262,1,24,168,0,0,0
6449099494722666792,1,24,168,0,0,0
5912314869414264686,1,24,168,0,0,0
1391578054319204544,1,24,168,0,0,0
4319734319707522753,1,24,168,0,0,0
4090481524831590900,1,24,168,0,0,0
5707059129682144444,1,24,168,0,0,0
2866836428660074348,1,24,168,0,0,0
2594115075249930979,1,24,168,0,0,0
4071913031448196877,1,24,168,0,0,0
8478471844472110694,1,24,168,0,0,0
523049297143591344,1,24,168,0,0,0
6312260978612109571,1,24,168,0,0,0
9185710811148449966,1,24,168,0,0,0
